,suspect,items
449,H,"Water Bottle, Tuna, Batteries, Rope, Salt, Mayo, Flashlight, Garbage Bag"
450,H,"Eggs, Bread, Salad, Catnips, Rope, Salt, Tomatoes, Disposable Gloves, Corned Beef"
451,H,"Bandages, Water Bottle, Catnips, Salad, Batteries, Rope, Mayo, Salt, Corned Beef, Garbage Bag"
452,H,"Bandages, Water Bottle, Bread, Salad, Flashlight, Corned Beef, Skyflakes"
453,H,"Bandages, Tomatoes, Corned Beef, Catnips, Tuna, Rope, Mayo"
454,H,"Salt, Flashlight, Eggs, Catnips, Skyflakes, Salad, Mayo"
455,H,"Eggs, Catnips, Tuna, Rope, Mayo, Salt, Disposable Gloves, Corned Beef, Garbage Bag"
456,H,"Eggs, Water Bottle, Salad, Tuna, Batteries, Salt, Mayo, Flashlight, Corned Beef"
457,H,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Mayo, Salt, Disposable Gloves"
458,H,"Bandages, Catnips, Salad, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
459,H,"Bandages, Water Bottle, Salad, Tuna, Batteries, Catnips, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
460,H,"Bandages, Salad, Tuna, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef"
461,H,"Bandages, Eggs, Water Bottle, Bread, Salad, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
462,H,"Bread, Salad, Tuna, Rope, Salt, Mayo, Disposable Gloves, Corned Beef, Skyflakes"
463,H,"Water Bottle, Bread, Salad, Tuna, Catnips, Batteries, Mayo, Disposable Gloves, Skyflakes"
464,H,"Bandages, Eggs, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Disposable Gloves, Corned Beef, Skyflakes"
465,H,"Bandages, Eggs, Water Bottle, Catnips, Batteries, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
466,H,"Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Mayo, Salt, Tomatoes, Corned Beef, Skyflakes"
467,H,"Eggs, Water Bottle, Salad, Tuna, Rope, Mayo, Salt, Disposable Gloves, Garbage Bag, Skyflakes"
468,H,"Garbage Bag, Flashlight, Salad, Tuna, Batteries, Disposable Gloves, Mayo"
469,H,"Eggs, Water Bottle, Salad, Batteries, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
470,H,"Bandages, Bread, Salad, Tuna, Catnips, Mayo, Salt, Tomatoes, Corned Beef, Skyflakes"
471,H,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Salt, Mayo, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
472,H,"Bandages, Eggs, Bread, Catnips, Tuna, Batteries, Mayo, Salt, Disposable Gloves, Skyflakes"
473,H,"Corned Beef, Eggs, Water Bottle, Disposable Gloves, Tuna, Salt, Mayo"
474,H,"Catnips, Tuna, Batteries, Rope, Mayo, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
475,H,"Eggs, Water Bottle, Bread, Catnips, Tuna, Salad, Rope, Mayo, Salt, Batteries, Flashlight, Disposable Gloves"
476,H,"Eggs, Water Bottle, Bread, Catnips, Salad, Batteries, Salt, Flashlight, Garbage Bag, Skyflakes"
477,H,"Bandages, Eggs, Water Bottle, Salad, Catnips, Rope, Salt, Disposable Gloves, Corned Beef, Skyflakes"
478,H,"Tomatoes, Eggs, Water Bottle, Salad, Garbage Bag, Rope, Salt"
479,H,"Salt, Eggs, Water Bottle, Bread, Catnips, Tuna, Salad, Mayo"
480,I,"Water Bottle, Bread, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Flashlight, Disposable Gloves, Garbage Bag"
481,I,"Bandages, Bread, Rope, Salt, Tomatoes, Corned Beef, Skyflakes"
482,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Rope, Salt, Mayo, Catnips, Flashlight, Skyflakes"
483,I,"Water Bottle, Bread, Salad, Catnips, Batteries, Rope, Tuna, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
484,I,"Bread, Catnips, Salad, Tuna, Rope, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
485,I,"Water Bottle, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
486,I,"Water Bottle, Bread, Catnips, Salad, Batteries, Rope, Flashlight, Garbage Bag, Skyflakes"
487,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Tuna, Rope, Flashlight, Disposable Gloves, Skyflakes"
488,I,"Tomatoes, Rope, Flashlight, Salad, Corned Beef, Garbage Bag, Disposable Gloves"
489,I,"Bandages, Bread, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Garbage Bag"
490,I,"Eggs, Bread, Catnips, Tuna, Batteries, Mayo, Flashlight, Garbage Bag, Skyflakes"
491,I,"Flashlight, Water Bottle, Bread, Salad, Tuna, Disposable Gloves, Catnips"
492,I,"Eggs, Catnips, Salad, Batteries, Rope, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
493,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Rope, Salt, Catnips, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
494,I,"Eggs, Water Bottle, Catnips, Salad, Rope, Mayo, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
495,I,"Water Bottle, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
496,I,"Bandages, Water Bottle, Bread, Catnips, Tuna, Rope, Salt, Mayo, Flashlight, Corned Beef"
497,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Batteries, Tuna, Mayo, Flashlight, Corned Beef, Skyflakes"
498,I,"Bread, Salad, Batteries, Salt, Flashlight, Disposable Gloves, Skyflakes"
499,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Rope, Mayo, Flashlight, Garbage Bag"
500,I,"Water Bottle, Catnips, Tuna, Batteries, Salad, Rope, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
501,I,"Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Flashlight, Disposable Gloves, Skyflakes"
502,I,"Bandages, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
503,I,"Bandages, Eggs, Salad, Corned Beef, Skyflakes"
504,I,"Flashlight, Skyflakes, Bread, Catnips, Tuna, Salad, Rope, Salt"
505,I,"Bread, Catnips, Salad, Batteries, Tuna, Rope, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
506,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
507,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Batteries, Rope, Mayo, Tomatoes, Disposable Gloves, Corned Beef"
508,I,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Mayo, Tomatoes, Flashlight, Skyflakes"
509,I,"Bandages, Eggs, Bread, Catnips, Tuna, Rope, Mayo, Flashlight"
510,I,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Rope, Salad, Flashlight, Disposable Gloves, Corned Beef"
511,I,"Bandages, Eggs, Bread, Salad, Catnips, Batteries, Rope, Mayo, Tuna, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
512,I,"Bandages, Eggs, Water Bottle, Salad, Tuna, Batteries, Rope, Mayo, Catnips, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
513,I,"Bread, Catnips, Tuna, Batteries, Rope, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
514,I,"Bandages, Bread, Catnips, Tuna, Salad, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
515,I,"Water Bottle, Catnips, Tuna, Batteries, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef"
516,I,"Bandages, Catnips, Salad, Batteries, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
517,I,"Bandages, Water Bottle, Bread, Salad, Catnips, Rope, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
518,I,"Eggs, Catnips, Tuna, Rope, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
519,I,"Bandages, Corned Beef, Flashlight, Water Bottle, Catnips, Tuna, Batteries, Rope"
520,I,"Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Rope, Mayo, Catnips, Tomatoes, Flashlight"
521,I,"Flashlight, Eggs, Water Bottle, Catnips, Skyflakes, Garbage Bag, Mayo"
522,I,"Bandages, Eggs, Bread, Catnips, Tuna, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
523,I,"Bandages, Eggs, Water Bottle, Salad, Tuna, Catnips, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
524,I,"Bread, Catnips, Tuna, Rope, Salt, Flashlight, Disposable Gloves, Garbage Bag"
525,I,"Bandages, Water Bottle, Catnips, Salad, Batteries, Tuna, Mayo, Salt, Rope, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
526,I,"Bandages, Bread, Salad, Catnips, Tuna, Salt, Mayo, Flashlight, Disposable Gloves, Corned Beef"
527,I,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
528,I,"Eggs, Water Bottle, Salad, Tuna, Catnips, Rope, Mayo, Flashlight, Disposable Gloves, Skyflakes"
529,I,"Catnips, Tuna, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
530,I,"Eggs, Bread, Catnips, Salad, Batteries, Rope, Mayo, Salt, Tuna, Flashlight, Corned Beef, Garbage Bag"
531,I,"Bandages, Water Bottle, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
532,I,"Bandages, Tomatoes, Flashlight, Eggs, Catnips, Skyflakes, Batteries, Salt"
533,I,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
534,I,"Eggs, Water Bottle, Bread, Catnips, Rope, Salt, Tomatoes, Flashlight, Corned Beef, Skyflakes"
535,I,"Tomatoes, Flashlight, Water Bottle, Catnips, Batteries, Rope"
536,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Catnips, Mayo, Salt, Rope, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
537,I,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
538,I,"Bandages, Eggs, Salad, Tuna, Batteries, Rope, Salt, Mayo, Catnips, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
539,I,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
540,J,"Bandages, Salad, Mayo, Salt, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
541,J,"Eggs, Water Bottle, Bread, Catnips, Tuna, Salt, Mayo, Tomatoes, Flashlight, Garbage Bag"
542,J,"Bread, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Salad, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
543,J,"Eggs, Bread, Catnips, Salad, Rope, Salt, Flashlight, Garbage Bag, Skyflakes"
544,J,"Bandages, Bread, Salad, Tuna, Batteries, Catnips, Mayo, Tomatoes, Flashlight, Corned Beef"
545,J,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Rope, Salt, Tomatoes, Flashlight, Corned Beef"
546,J,"Bandages, Eggs, Water Bottle, Catnips, Salt, Tomatoes, Flashlight, Corned Beef, Skyflakes"
547,J,"Eggs, Water Bottle, Catnips, Salad, Rope, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
548,J,"Bandages, Eggs, Water Bottle, Salad, Rope, Mayo, Flashlight, Disposable Gloves, Garbage Bag"
549,J,"Bread, Catnips, Tuna, Batteries, Rope, Salt, Tomatoes, Flashlight, Skyflakes"
550,J,"Bandages, Eggs, Water Bottle, Catnips, Salad, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
551,J,"Bread, Catnips, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
552,J,"Eggs, Water Bottle, Catnips, Tuna, Salad, Rope, Flashlight, Corned Beef, Garbage Bag"
553,J,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Tomatoes, Flashlight, Corned Beef, Skyflakes"
554,J,"Bandages, Water Bottle, Salad, Catnips, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
555,J,"Bandages, Eggs, Water Bottle, Bread, Salad, Batteries, Salt, Mayo, Tomatoes, Disposable Gloves"
556,J,"Bandages, Bread, Catnips, Tuna, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
557,J,"Bandages, Water Bottle, Catnips, Tuna, Batteries, Salad, Rope, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
558,J,"Eggs, Bread, Catnips, Tuna, Salad, Mayo, Flashlight, Corned Beef, Garbage Bag"
559,J,"Bandages, Eggs, Salad, Batteries, Salt, Flashlight, Skyflakes"
560,J,"Eggs, Water Bottle, Bread, Salad, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
561,J,"Bandages, Eggs, Water Bottle, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
562,J,"Eggs, Water Bottle, Bread, Salad, Catnips, Tuna, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef"
563,J,"Bandages, Water Bottle, Bread, Salad, Batteries, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
564,J,"Bandages, Catnips, Tuna, Rope, Salt, Tomatoes, Flashlight, Garbage Bag"
565,J,"Bandages, Eggs, Bread, Batteries, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Skyflakes"
566,J,"Water Bottle, Bread, Catnips, Tuna, Salad, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
567,J,"Bandages, Corned Beef, Flashlight, Water Bottle, Bread, Catnips, Tuna, Rope"
568,J,"Bandages, Water Bottle, Bread, Batteries, Rope, Salt, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
569,J,"Bandages, Eggs, Water Bottle, Catnips, Tuna, Rope, Salt, Flashlight, Garbage Bag, Skyflakes"
570,J,"Bandages, Eggs, Water Bottle, Salad, Rope, Salt, Mayo, Tomatoes, Garbage Bag, Skyflakes"
571,J,"Water Bottle, Catnips, Tuna, Salad, Rope, Salt, Mayo, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
572,J,"Bandages, Disposable Gloves, Flashlight, Bread, Catnips, Corned Beef, Rope, Salt"
573,J,"Bandages, Water Bottle, Bread, Salad, Tuna, Catnips, Salt, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
574,J,"Bandages, Eggs, Water Bottle, Salad, Mayo, Salt, Tomatoes, Garbage Bag"
575,J,"Bandages, Eggs, Bread, Salad, Tuna, Catnips, Rope, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
576,J,"Eggs, Water Bottle, Bread, Catnips, Batteries, Rope, Tomatoes, Flashlight, Garbage Bag"
577,J,"Bandages, Water Bottle, Salad, Tuna, Catnips, Rope, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
578,J,"Bandages, Eggs, Water Bottle, Bread, Salad, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
579,J,"Eggs, Catnips, Tuna, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
580,J,"Bread, Catnips, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
581,J,"Eggs, Bread, Catnips, Tuna, Batteries, Rope, Mayo, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
582,J,"Bandages, Water Bottle, Bread, Catnips, Batteries, Rope, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
583,J,"Flashlight, Skyflakes, Water Bottle, Catnips, Tuna, Disposable Gloves, Mayo"
584,J,"Eggs, Water Bottle, Bread, Salad, Catnips, Tuna, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
585,J,"Bandages, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
586,J,"Eggs, Catnips, Salad, Tuna, Rope, Salt, Mayo, Flashlight, Disposable Gloves"
587,J,"Water Bottle, Catnips, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
588,J,"Bandages, Eggs, Catnips, Tuna, Batteries, Rope, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
589,J,"Eggs, Water Bottle, Bread, Catnips, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
590,J,"Catnips, Tuna, Batteries, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Garbage Bag"
591,J,"Eggs, Bread, Salad, Tuna, Batteries, Rope, Salt, Catnips, Flashlight, Disposable Gloves, Skyflakes"
592,J,"Bandages, Eggs, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
593,J,"Eggs, Catnips, Salad, Batteries, Tuna, Rope, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
594,J,"Bandages, Salad, Tuna, Batteries, Catnips, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
595,J,"Bandages, Water Bottle, Catnips, Salad, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
596,J,"Water Bottle, Bread, Catnips, Tuna, Batteries, Salt, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
597,J,"Bandages, Eggs, Bread, Batteries, Rope, Flashlight, Corned Beef"
598,J,"Bandages, Water Bottle, Bread, Catnips, Tuna, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
599,J,"Bandages, Water Bottle, Bread, Catnips, Salad, Tuna, Salt, Flashlight, Skyflakes"
